OBJECTID,SiteID,SiteName1,SiteName2,Region,SubRegion,Datum,Latitude,Longitude,SurveyYear,DateStart,DateFin,SpeciesID,NestPairs,Individuals,Eggs,LiveYoung,EmptyNests,Technique,ColSize,DataRef,ObserverID,LocDesc,GeorefPt,GazetteName,CorrespLoc,DataEntryPers,DateEntered,Notes
2437,WV-410.01,Cleland Island - Main Island,,Vancouver Island,West Coast Vancouver Island,NAD83,49.17111111,-126.0911111,2005,2/Jun/05,2/Jun/05,BLOY,27,,12,0,,Total count,0,58,Parks Canada - Pacific Rim National Park Reserve,"Cleland Island - Clayoquot Sound west of Vargas Island. ""Main Island"" - largest Island",,Yes,More than,williamsr,2008-05-29,
2438,WV-410.02,Cleland Island - Murre Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,49.172122,-126.095883,1989,19/Jun/89,30/Jun/89,BLOY,9,,,,,Total count,0,45,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Cleland Island - Clayoquot Sound west of Vargas Island. ""Murre Reef"" - smaller reef to northwest of Cleland Island",,Yes,More than,williamsr,2008-05-29,
2439,WV-410.02,Cleland Island - Murre Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,49.172122,-126.095883,1989, , ,GWGU,154,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Cleland Island - Clayoquot Sound west of Vargas Island. ""Murre Reef"" - smaller reef to northwest of Cleland Island",,Yes,More than,williamsr,2008-05-29,
2440,WV-410.02,Cleland Island - Murre Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,49.172122,-126.095883,2004,1/Jun/04,1/Jun/04,BLOY,8,,9,0,,Total count,0,57,Parks Canada - Pacific Rim National Park Reserve,"Cleland Island - Clayoquot Sound west of Vargas Island. ""Murre Reef"" - smaller reef to northwest of Cleland Island",,Yes,More than,williamsr,2008-05-29,
2441,WV-410.02,Cleland Island - Murre Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,49.172122,-126.095883,2004, , ,COMU,,0,,,,Total Count,0,"20,40",Parks Canada - Pacific Rim National Park Reserve,"Cleland Island - Clayoquot Sound west of Vargas Island. ""Murre Reef"" - smaller reef to northwest of Cleland Island",,Yes,More than,williamsr,2008-05-29,
2442,WV-410.02,Cleland Island - Murre Reef,,Vancouver Island,West Coast Vancouver Island,NAD83,49.172122,-126.095883,2005,2/Jun/05,2/Jun/05,BLOY,5,,2,0,,Total count,0,58,Parks Canada - Pacific Rim National Park Reserve,"Cleland Island - Clayoquot Sound west of Vargas Island. ""Murre Reef"" - smaller reef to northwest of Cleland Island",,Yes,More than,williamsr,2008-05-29,
2443,WV-418,"""Ahous"" Rock",,Vancouver Island,West Coast Vancouver Island,NAD83,49.16638889,-126.0247222,2004,1/Jun/04,1/Jun/04,BLOY,5,,0,0,,Total count,0,57,Parks Canada - Pacific Rim National Park Reserve,Northwest of Ahous Point on the west side of Vargas Island,,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Ahous Point Rock'
2444,WV-419,Foam Reefs,,Vancouver Island,West Coast Vancouver Island,NAD83,49.16166667,-126.0386111,1989,19/Jun/89,30/Jun/89,BLOY,1,,0,,,Total count,0,45,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of Ahous Point on the west side of Vargas Island,,Yes,Complete,williamsr,2008-05-29,SiteName1 - Source Document 'Foam Reefs (Tree Island)'
2445,WV-419,Foam Reefs,,Vancouver Island,West Coast Vancouver Island,NAD83,49.16166667,-126.0386111,2000,25/Jun/00,25/Jun/00,BLOY,1,,0,1,,Total count,0,53,Parks Canada - Pacific Rim National Park Reserve,West of Ahous Point on the west side of Vargas Island,,Yes,Complete,williamsr,2008-05-29,SiteName1 - Source Document 'Foam Reefs (Tree Island)'
2446,WV-419,Foam Reefs,,Vancouver Island,West Coast Vancouver Island,NAD83,49.16166667,-126.0386111,2004,1/Jun/04,1/Jun/04,BLOY,1,,3,0,,Total count,0,57,Parks Canada - Pacific Rim National Park Reserve,West of Ahous Point on the west side of Vargas Island,,Yes,Complete,williamsr,2008-05-29,SiteName1 - Source Document 'Foam Reefs (Tree Island)'
2447,WV-419,Foam Reefs,,Vancouver Island,West Coast Vancouver Island,NAD83,49.16166667,-126.0386111,2005,3/Jun/05,3/Jun/05,BLOY,1,,2,0,,Total count,0,58,Parks Canada - Pacific Rim National Park Reserve,West of Ahous Point on the west side of Vargas Island,,Yes,Complete,williamsr,2008-05-29,SiteName1 - Source Document 'Foam Reefs (Tree Island)'
2448,WV-420,La Croix Group,,Vancouver Island,West Coast Vancouver Island,NAD83,49.15638889,-126.0280556,1975,15/Apr/75,31/Jul/75,BLOY,5,,,,,Total count,0,"5,11",Royal British Columbia Provincial Museum,"Off the southwest side of Vargas Island, north of entrance to Father Charles Channel",,Yes,Complete,williamsr,2008-05-29,
2449,WV-420,La Croix Group,,Vancouver Island,West Coast Vancouver Island,NAD83,49.15638889,-126.0280556,1975, , ,GWGU,1,,,,,Total Count,0,"5,12",Royal British Columbia Provincial Museum,"Off the southwest side of Vargas Island, north of entrance to Father Charles Channel",,Yes,Complete,williamsr,2008-05-29,
2450,WV-420,La Croix Group,,Vancouver Island,West Coast Vancouver Island,NAD83,49.15638889,-126.0280556,1989, , ,GWGU,1,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Off the southwest side of Vargas Island, north of entrance to Father Charles Channel",,Yes,Complete,williamsr,2008-05-29,
2451,WV-420.02,"La Croix Group, Wilf Rock",,Vancouver Island,West Coast Vancouver Island,NAD83,49.136973,-125.977056,1989,19/Jun/89,30/Jun/89,BLOY,1,,0,0,,Total count,0,45,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"La Croix Group - off the southwest side of Vargas Island, north of entrance to Father Charles Channel. Wilf Rock - rock ~4.2km to south east of La Croix Group",,Yes,Complete,williamsr,2008-05-29,
2452,WV-420.02,"La Croix Group, Wilf Rock",,Vancouver Island,West Coast Vancouver Island,NAD83,49.136973,-125.977056,2004,1/Jun/04,1/Jun/04,BLOY,11,,16,0,,Total Count,0,57,Parks  Canada - Pacific Rim National Park Reserve,"La Croix Group - off the southwest side of Vargas Island, north of entrance to Father Charles Channel. Wilf Rock - rock ~4.2km to south east of La Croix Group",,Yes,Complete,wilsonl,2020-08-28,
2453,WV-420.02,"La Croix Group, Wilf Rock",,Vancouver Island,West Coast Vancouver Island,NAD83,49.136973,-125.977056,2005,3/Jun/05,3/Jun/05,BLOY,13,,12,0,,Total Count,0,58,Parks  Canada - Pacific Rim National Park Reserve,"La Croix Group - off the southwest side of Vargas Island, north of entrance to Father Charles Channel. Wilf Rock - rock ~4.2km to south east of La Croix Group",,Yes,Complete,wilsonl,2020-08-28,
2454,WV-430,"""Clayoquot"" Spit",,Vancouver Island,West Coast Vancouver Island,NAD83,49.16111111,-125.9275,1969,2/Jul/69,2/Jul/69,BLOY,1,,2,0,,Total count,0,44,Royal British Columbia Provincial Museum,"On the north end of Stubbs Island, northwest of Tofino",,No,None,williamsr,2008-05-29,
2455,WV-430,"""Clayoquot"" Spit",,Vancouver Island,West Coast Vancouver Island,NAD83,49.16111111,-125.9275,1970,18/May/70,18/May/70,BLOY,1,,3,0,,Total count,0,44,Royal British Columbia Provincial Museum,"On the north end of Stubbs Island, northwest of Tofino",,No,None,williamsr,2008-05-29,
2456,WV-435,"""MacKenzie"" Islet",,Vancouver Island,West Coast Vancouver Island,NAD83,49.12666667,-125.9113889,2005,3/Jun/05,3/Jun/05,BLOY,2,,3,0,,Total count,0,58,Parks Canada - Pacific Rim National Park Reserve,"Off MacKenzie Beach near the north end of the Esowista Peninsula, northwest of Tonquin Island",,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'MacKenzie Beach Islet'
2457,WV-440,Gowlland Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.07111111,-125.8569444,1975,15/Apr/75,31/Jul/75,BLOY,1,,,,,Total count,0,"5,11",Royal British Columbia Provincial Museum,"Northwest of Portland Point, south of Cox Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2458,WV-440,Gowlland Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.07111111,-125.8569444,1975, , ,GWGU,2,,,,,Total Count,0,"5,12",Royal British Columbia Provincial Museum,"Northwest of Portland Point, south of Cox Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2459,WV-440,Gowlland Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.07111111,-125.8569444,1975, , ,PIGU,,1,,,,Total Count,0,"5,12",Royal British Columbia Provincial Museum,"Northwest of Portland Point, south of Cox Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2460,WV-440,Gowlland Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.07111111,-125.8569444,1989,19/Jun/89,30/Jun/89,BLOY,1,,0,0,,Total count,0,45,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Northwest of Portland Point, south of Cox Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2461,WV-440,Gowlland Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.07111111,-125.8569444,1989, , ,GWGU,0,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Northwest of Portland Point, south of Cox Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2462,WV-440,Gowlland Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.07111111,-125.8569444,2003,6/Jun/03,6/Jun/03,BLOY,1,,2,0,,Total count,0,56,Parks Canada - Pacific Rim National Park Reserve,"Northwest of Portland Point, south of Cox Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2463,WV-445,"""Radar"" Rocks",,Vancouver Island,West Coast Vancouver Island,NAD83,49.06944444,-125.8397222,1972,13/Jun/72,13/Jun/72,BLOY,1,,0,0,,Total count,0,44,Royal British Columbia Provincial Museum,"Off Radar Beaches between Gowlland Rocks and Portland Point, within PRNPR",,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Radar Beach Area'
2464,WV-445,"""Radar"" Rocks",,Vancouver Island,West Coast Vancouver Island,NAD83,49.06944444,-125.8397222,2001,31/May/01,31/May/01,BLOY,2,,0,0,,Total count,0,54,Parks Canada - Pacific Rim National Park Reserve,"Off Radar Beaches between Gowlland Rocks and Portland Point, within PRNPR",,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Radar Beach Area'
2465,WV-445,"""Radar"" Rocks",,Vancouver Island,West Coast Vancouver Island,NAD83,49.06944444,-125.8397222,2002,9/Jun/02,9/Jun/02,BLOY,0,,0,0,,Total count,0,55,Parks Canada - Pacific Rim National Park Reserve,"Off Radar Beaches between Gowlland Rocks and Portland Point, within PRNPR",,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Radar Beach Area'
2466,WV-445,"""Radar"" Rocks",,Vancouver Island,West Coast Vancouver Island,NAD83,49.06944444,-125.8397222,2003,6/Jun/03,6/Jun/03,BLOY,3,,8,0,,Total count,0,56,Parks Canada - Pacific Rim National Park Reserve,"Off Radar Beaches between Gowlland Rocks and Portland Point, within PRNPR",,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Radar Beach Area'
2467,WV-450,"""Portland"" Rocks",,Vancouver Island,West Coast Vancouver Island,NAD83,49.06416667,-125.8338889,1975,15/Apr/75,31/Jul/75,BLOY,1,,,,,Total count,0,"5,11",Royal British Columbia Provincial Museum,"West of Portland Point, southeast of Gowlland Rocks, within PRNPR",,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Portland Rock'
2468,WV-450,"""Portland"" Rocks",,Vancouver Island,West Coast Vancouver Island,NAD83,49.06416667,-125.8338889,2003,6/Jun/03,6/Jun/03,BLOY,1,,0,3,,Total count,0,56,Parks Canada - Pacific Rim National Park Reserve,"West of Portland Point, southeast of Gowlland Rocks, within PRNPR",,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Portland Point'
2469,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,1968,30/Jul/68,30/Jul/68,BLOY,1,,0,1,,Total count,0,44,Royal British Columbia Provincial Museum,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2470,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,1972,2/Jul/72,2/Jul/72,BLOY,1,,3,0,,Total count,0,44,Royal British Columbia Provincial Museum,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2471,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,1973,2/Aug/73,2/Aug/73,BLOY,2,,0,3,,Total count,0,44,Royal British Columbia Provincial Museum,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2472,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,1975,15/Apr/75,31/Jul/75,BLOY,2,,,,,Total count,0,"5,11",Royal British Columbia Provincial Museum,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2473,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,1975, , ,GWGU,61,,,,,Total Count,0,"5,11,12",Royal British Columbia Provincial Museum,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2474,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,1977, , ,BRCO,0,,,,,Total Count,0,"5,11,12",Royal British Columbia Provincial Museum,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2475,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,1977, , ,PECO,9,,,,,Total Count,0,"5,11,12",Royal British Columbia Provincial Museum,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2476,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,1989,19/Jun/89,30/Jun/89,BLOY,2,,0,0,,Total count,0,45,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2477,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,1989, , ,GWGU,77,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2478,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,1989, , ,PECO,0,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2479,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,2003,6/Jun/03,6/Jun/03,BLOY,2,,0,0,,Total count,0,56,Parks Canada - Pacific Rim National Park Reserve,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2480,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,2003, , ,BRCO,0,,,,,Total count,0,40,Parks Canada - Pacific Rim National Park Reserve,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2481,WV-460,"""White"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05694444,-125.8188889,2003, , ,PECO,1,,,,,Total count,0,40,Parks Canada - Pacific Rim National Park Reserve,"South of Portland Point, northwest corner of Wickaninnish Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2482,WV-470,"""Schooner"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05777778,-125.8086111,1975,15/Apr/75,31/Jul/75,BLOY,1,,,,,Total count,0,"5,11",Royal British Columbia Provincial Museum,"South of Schooner Cove, southeast of Portland Point, within PRNPR",,No,None,williamsr,2008-05-29,
2483,WV-470,"""Schooner"" Island",,Vancouver Island,West Coast Vancouver Island,NAD83,49.05777778,-125.8086111,1975, , ,GWGU,1,,,,,Inferred count,0,"5,11",Royal British Columbia Provincial Museum,"South of Schooner Cove, southeast of Portland Point, within PRNPR",,No,None,williamsr,2008-05-29,
2484,WV-480,Lovekin Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,49.06666667,-125.7577778,1966, , ,GWGU,0,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"North end of Long Beach, just southeast of Incinerator Rock, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2485,WV-480,Lovekin Rock,,Vancouver Island,West Coast Vancouver Island,NAD83,49.06666667,-125.7577778,2000,6/Jun/00,6/Jun/00,BLOY,1,,2,0,,Total count,0,53,Parks Canada - Pacific Rim National Park Reserve,"North end of Long Beach, just southeast of Incinerator Rock, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2486,WV-490,Green Point,,Vancouver Island,West Coast Vancouver Island,NAD83,49.05166667,-125.7222222,1972,12/Jun/72,12/Jun/72,BLOY,1,,2,0,,Total count,0,44,Royal British Columbia Provincial Museum,"Middle of Long Beach on the shore of Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2487,WV-490,Green Point,,Vancouver Island,West Coast Vancouver Island,NAD83,49.05166667,-125.7222222,1994,15/Jun/94,15/Jun/94,BLOY,1,,1,0,,Total count,0,"5,11",Parks Canada - Pacific Rim National Park Reserve,"Middle of Long Beach on the shore of Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2488,WV-490,Green Point,,Vancouver Island,West Coast Vancouver Island,NAD83,49.05166667,-125.7222222,2005,21/Jul/05,21/Jul/05,BLOY,1,,0,1,,Total count,0,58,Parks Canada - Pacific Rim National Park Reserve,"Middle of Long Beach on the shore of Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2489,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,1931,14/May/31,14/May/31,BLOY,4,,0,0,,Total count,0,44,Royal British Columbia Provincial Museum,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2490,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,1967,4/Jul/67,4/Jul/67,BLOY,1,,2,0,,Total count,0,44,Royal British Columbia Provincial Museum,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2491,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,1968,30/Jun/68,30/Jun/68,BLOY,3,,0,0,,Total count,0,44,Royal British Columbia Provincial Museum,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2492,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,1970,27/Jun/70,27/Jun/70,BLOY,1,,2,0,,Total count,0,44,Royal British Columbia Provincial Museum,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2493,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,1977, , ,PECO,25,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2494,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,1982,15/Apr/82,31/Jul/82,BLOY,1,,,,,Total count,0,"5,11",Royal British Columbia Provincial Museum,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2495,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,1982, , ,GWGU,133,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2496,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,1989, , ,BRCO,5,,,,,Total Count,0,5,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2497,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,1989, , ,GWGU,120,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2498,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,1989, , ,PECO,4,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2499,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,2000,29/Jun/00,29/Jun/00,BLOY,1,,0,0,,Total count,0,53,Parks Canada - Pacific Rim National Park Reserve,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2500,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,2001,4/Jun/01,4/Jun/01,BLOY,1,,2,0,,Total count,0,54,Parks Canada - Pacific Rim National Park Reserve,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2501,WV-500,Sea Lion Rocks,,Vancouver Island,West Coast Vancouver Island,NAD83,49.03833333,-125.7197222,2003, , ,BRCO,0,,,,,Total count,0,40,Parks Canada - Pacific Rim National Park Reserve,"South of Green Point in Wickaninnish Bay, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2502,WV-504,"""Lismore"" Rock",,Vancouver Island,West Coast Vancouver Island,NAD83,49.01222222,-125.6794444,2003,15/Apr/03,31/Jul/03,BLOY,1,,,,,Total count,0,56,Parks Canada - Pacific Rim National Park Reserve,"South end of Long Beach, southwest of Kwisitis",,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Lismer Rock'
2503,WV-510,"""Cormorant"" Rock",,Vancouver Island,West Coast Vancouver Island,NAD83,48.99194444,-125.6669444,1972,2/Jul/72,2/Jul/72,BLOY,1,,0,1,,Total count,0,44,Royal British Columbia Provincial Museum,"South of Quisitis Point at the north end of Florencia Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2504,WV-510,"""Cormorant"" Rock",,Vancouver Island,West Coast Vancouver Island,NAD83,48.99194444,-125.6669444,1973, , ,PECO,0,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"South of Quisitis Point at the north end of Florencia Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2505,WV-510,"""Cormorant"" Rock",,Vancouver Island,West Coast Vancouver Island,NAD83,48.99194444,-125.6669444,1989,19/Jun/89,30/Jun/89,BLOY,1,,,,,Total count,0,45,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South of Quisitis Point at the north end of Florencia Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2506,WV-510,"""Cormorant"" Rock",,Vancouver Island,West Coast Vancouver Island,NAD83,48.99194444,-125.6669444,1989, , ,PECO,0,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South of Quisitis Point at the north end of Florencia Bay, within PRNPR",,No,None,williamsr,2008-05-29,
2507,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,1968,2/Aug/68,2/Aug/68,BLOY,1,,0,1,,Total count,0,44,Royal British Columbia Provincial Museum,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2508,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,1972,3/Jul/72,3/Jul/72,BLOY,2,,6,0,,Total count,0,44,Royal British Columbia Provincial Museum,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2509,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,1975, , ,PECO,79,,,,,Total Count,0,"5,12",Royal British Columbia Provincial Museum,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2510,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,1982,15/Apr/82,31/Jul/82,BLOY,7,,,,,Total count,0,"5,11",Royal British Columbia Provincial Museum,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2511,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,1982, , ,COMU,,0,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2512,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,1982, , ,GWGU,346,,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2513,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,1982, , ,PIGU,,12,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2514,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,1982, , ,TUPU,,1,,,,Total Count,0,"5,11",Royal British Columbia Provincial Museum,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2515,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,1989,19/Jun/89,30/Jun/89,BLOY,9,,,,,Total count,0,45,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2516,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,1989, , ,GWGU,186,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
2517,WV-520,Florencia Islet,,Vancouver Island,West Coast Vancouver Island,NAD83,48.97888889,-125.6433333,1989, , ,PECO,0,,,,,Total Count,0,65,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"In Florencia Bay, west of Wya Point, within PRNPR",,Yes,Complete,williamsr,2008-05-29,
