lngLocationID,strColonyCode,strColonyName,strColonyType,strCounty,strState,strCountry,strPFSubregion,strJurisdiction,strDescription,strLME,strUSFWSRefuge,dblLatitude,dblLongitude,dblDistanceToShore
2405,219-081,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Northern Oregon,USFWS,Group of nearshore rocks and wash rocks along Roads End headland.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.02728738,-124.013303,91.91834887
2406,219-079.1,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  Cliff face west of ""River"" survey marker on Roads End headland.  South of 219-079.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.0286725,-124.012113,0
2408,219-079,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Cliff face just west of Coon Lake on Roads End headland.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.0308234,-124.0116371,0
2409,219-078,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Headland at south end of Camp Westwind beach.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.03390441,-124.0104237,0
2410,219-077,Three Rocks (South),Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Southern rock in Three Rocks group.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.04376786,-124.0148088,430.6524472
2411,219-075C,"""Three Rocks Complex""",Colony Complex,Tillamook County,Oregon,United States,Northern Oregon,USFWS,COMPLEX includes 219-075 through 219-077.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.04444444,-124.0152778,381.0160037
2412,219-076,Three Rocks (Middle),Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Middle rock in Three Rocks group.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.04490117,-124.0151533,333.4520172
2413,219-075,Three Rocks (North),Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Northernmost rock in Three Rocks group.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.04554679,-124.0146672,253.0589132
2414,219-074,"""Cascade Head South""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  Cliffs on southern point (""Penacle"") of Cascade Head.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.04852721,-124.0165033,0
2415,219-073.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Rocky point east of 219-073.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.06012292,-124.0162347,0
2416,219-073,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Large rock just south of Two Arches Rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.06025168,-124.0177555,144.6848219
2417,219-071,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Single rock immediately east of Two Arches Rock.  Sparse vegetation on south side.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.06152466,-124.0170417,161.9637033
2418,219-072,"""Two Arches Rock""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Large rock with two arches just south of ""Center Point,"" Cascade Head.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.06155799,-124.0180906,224.7115736
2419,219-065C,"""Cascade Head Complex""",Colony Complex,Tillamook County,Oregon,United States,Northern Oregon,USFS,COMPLEX includes 219-065 through 219-074.,California Current,,45.06416667,-124.0125,93.69374762
2420,219-068,"""Center Point""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  West tip of point labeled ""Center"" on 7.5 minute Cascade Head quad.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.06543236,-124.015707,0
2421,219-070,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Single rock.  Southern rock of two large rocks off tip of ""Center Point.""",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.06577418,-124.0163985,83.10651498
2422,219-069,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Single rock.  Northern rock of two large rocks off the tip of ""Center Point.""",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.06638092,-124.0158056,61.99568612
2423,219-067.3,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Southwest-facing cliff just north of Cliff Creek waterfall.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.0711932,-124.0082715,0
2424,219-067.2,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Group of rocks just south of 219-067.1.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.07214938,-124.0101159,75.21073867
2425,219-067.1,"""Harts Cove South""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFS,Mainland colony.  West-facing point immediately south of Harts Cove entrance.,California Current,,45.07358953,-124.0104845,0
2426,219-067,"""Harts Cove North""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  North cliffs within Harts Cove proper.  Cliffs face southward.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.07582294,-124.009953,0
2427,219-066.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Single rock near the north entrance to Harts Cove.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.07712254,-124.0132931,121.8733232
2428,219-066,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Small single rock adjacent to cliffs north of Harts Cove (adjacent to 219-065.1).,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.08057835,-124.0084403,44.1180109
2429,219-065.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Northwest-facing cliffs north of Harts Cove.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.08075997,-124.007985,0
2431,219-064.3,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  Cave with waterfall on south side, gravel beach inside.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.08385143,-124.0042609,0
2432,219-065,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Cliff faces at north end of Harts Cove outcrop.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.0840116,-124.0056853,0
2433,219-064.2,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Cliff faces along northern part of Cascade Head.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.08665468,-124.0017943,0
2435,219-064.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"30' rock adjacent to first point of land south of Proposal Rock, Neskowin.  Sparse vegetation.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.09337543,-123.9929288,23.9383593
2445,219-064,Haystack Rock,Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"327' high rock offshore Cape Kiwanda, Tillamook County.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.21179404,-123.9869314,755.712907
2447,219-063.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,State,Mainland colony.  Cliffs and sandstone rubble in knife-like cove near north end of Cape Kiwanda.,California Current,,45.22087115,-123.9762223,0
2453,219-063,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,State,Mainland colony.  South face of Cape Lookout.,California Current,,45.33754468,-123.992721,0
2454,219-062,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,State,Mainland colony.  West-facing cliffs at tip of Cape Lookout.,California Current,,45.33821121,-124.0073505,0
2455,219-060.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,State,"Mainland colony.  Cliffs in large cove on north side of Cape Lookout, between 219-059 and 219-061.",California Current,,45.33991268,-123.9939015,0
2456,219-061,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,State,Mainland colony.  Cliffs on north face of Cape Lookout between large cove and tip.,California Current,,45.34012438,-124.0023724,0
2457,219-058C,"""Cape Lookout Complex""",Colony Complex,Tillamook County,Oregon,United States,Northern Oregon,State/USFWS,COMPLEX includes 219-058 through 219-063.,California Current,,45.34277778,-123.9908333,95.48290427
2458,219-060,"""Brown Rock""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Large rock on north side of Cape Lookout.  100' high, with some soil and scant vegetation.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.34550807,-123.9903545,144.7390136
2459,219-058,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,State,"Mainland colony.  Easternmost colony including cave, on north face of Cape Lookout.",California Current,,45.34678145,-123.9819182,0
2460,219-059,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Single vegetated rock on north side of Cape Lookout.  Easternmost large rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.34833964,-123.9845231,171.003352
2466,219-056,Three Arch Rocks (Shag Rock),Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Large southwestern rock at Three Arch Rocks NWR.  213' high.,California Current,THREE ARCH ROCKS NATIONAL WILDLIFE REFUGE,45.46159216,-123.9902779,1306.464058
2467,219-057,Seal Rock,Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Small eastern rock at Three Arch Rocks NWR.  Steller sea lions normally present.,California Current,THREE ARCH ROCKS NATIONAL WILDLIFE REFUGE,45.46360003,-123.9833717,737.9847069
2468,219-055,Three Arch Rocks (Middle Rock),Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Large central rock at Three Arch Rocks NWR.,California Current,THREE ARCH ROCKS NATIONAL WILDLIFE REFUGE,45.46394106,-123.9882346,1102.058105
2469,219-052C,"""Three Arch Rocks Complex""",Colony Complex,Tillamook County,Oregon,United States,Northern Oregon,USFWS,COMPLEX includes 219-052 through 219-057.,California Current,THREE ARCH ROCKS NATIONAL WILDLIFE REFUGE,45.46444444,-123.9844444,800.658308
2470,219-054,Three Arch Rocks (Finley Rock),Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Easternmost large rock at Three Arch Rocks NWR.,California Current,THREE ARCH ROCKS NATIONAL WILDLIFE REFUGE,45.46445798,-123.9852754,864.8790944
2471,219-053.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Single 50' high rock with vegetation and some soil.  Possibly connected to mainland at low tide.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.4671385,-123.9755744,76.78398347
2472,219-052.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Tip of mainland at Lost Boy Cave Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.46719158,-123.9745553,10.3191851
2474,219-053,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Single 50' high unvegetated pinnacle west of Lost Boy Cave point.  East of 219-052.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.46776606,-123.9765198,132.0355802
2475,219-052,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Single 50' unvegetated pinnacle west of Lost Boy Cave point.  Outermost pinnacle.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.46788698,-123.9773427,197.2176483
2476,219-051.3,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Small rock just north of headland at Lost Boy Cave.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.468472,-123.9747044,65.84164518
2477,219-051.2,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  South-facing cliffs at north end of Short Beach.,California Current,CAPE MEARES NATIONAL WILDLIFE REFUGE,45.48187724,-123.9716344,0
2478,219-051.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Cliffs in small cove south of Cape Meares proper (lighthouse point).,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.4834075,-123.9725042,0
2480,219-051,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,,"Mainland colony.  Includes the north, west and south cliff faces of Cape Meares proper (lighthouse point).",California Current,,45.48574814,-123.9782705,0
2481,219-046C,"""Cape Meares Mainland Complex""",Colony Complex,Tillamook County,Oregon,United States,Northern Oregon,USFWS,COMPLEX includes 219-046 through 219-051.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.48777778,-123.9747222,38.53042067
2482,219-050,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,,"Mainland colony.  Grassy slopes and cliffs in the center of the double cove, Cape Meares.",California Current,,45.48822572,-123.9757072,0
2483,219-049,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  On the northernmost cliffs of double cove, Cape Meares.",California Current,CAPE MEARES NATIONAL WILDLIFE REFUGE,45.48940347,-123.9760276,0
2484,219-045,Pillar Rock,Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Large vertical-sided rock just north of Cape Meares lighthouse.  Very sparse vegetation.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.48955719,-123.9800873,258.0773514
2485,219-048,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  At west tip of point north of double cove, Cape Meares.",California Current,CAPE MEARES NATIONAL WILDLIFE REFUGE,45.49033316,-123.9766218,0
2487,219-047,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  Along north cliff face of large point north of double cove, including small arch rock connected to mainland, Cape Meares.",California Current,CAPE MEARES NATIONAL WILDLIFE REFUGE,45.49122545,-123.9746138,0
2488,219-046,"""Cape Meares North""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Northernmost cliffs of Cape Meares.,California Current,CAPE MEARES NATIONAL WILDLIFE REFUGE,45.49334858,-123.9690892,0
2489,219-044,Pyramid Rock,Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Large rock northwest of Cape Meares.  Sparsely vegetated.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.49587003,-123.9847085,850.375078
2495,219-043.4,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,,Small barren rock at the southern base of Green Hill.  Not connected to mainland.,California Current,,45.56061757,-123.9344012,1349.924486
2496,219-043.3,"""Green Hill Rock""",Colony,Tillamook County,Oregon,United States,Northern Oregon,,"Vegetated rock SE of Three Sisters, main channel at Barview, Tillamook Bay.",California Current,,45.56160367,-123.9351871,1293.209749
2497,219-043.2,"""Three Sisters""",Colony,Tillamook County,Oregon,United States,Northern Oregon,,"Largest rock in Three Graces group, main channel at Barview, Tillamook Bay.",California Current,,45.56267469,-123.9367439,1184.726232
2498,219-043.1,Painted Rock,Colony,Tillamook County,Oregon,United States,Northern Oregon,,"Westernmost rock in the main channel at Barview, Tillamook Bay.",California Current,,45.5642163,-123.9391659,1025.928453
2502,219-043,Twin Rocks (South),Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Southern rock at Twin Rocks, Tillamook County.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.59692059,-123.959467,670.7393337
2503,219-042C,"""Twin Rocks Complex""",Colony Complex,Tillamook County,Oregon,United States,Northern Oregon,USFWS,COMPLEX includes 219-042 and 219-043.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.59722222,-123.9597222,693.3628205
2504,219-042,Twin Rocks (North),Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Northern rock at Twin Rocks, Tillamook County.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.59757207,-123.9595763,686.7221261
2510,219-041,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  SSW-facing cliff face, Neahkahnie Mountain.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.74367565,-123.962889,0
2511,219-040,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  Last spire at tip of headland, slightly separated from headland.  Neahkahnie Mountain.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.7440086,-123.9640876,0
2512,219-039,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Neahkahnie Mountain.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.74498224,-123.963769,0
2513,219-038,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  Cliffs west of ""Carlton 2"" survey marker on USGS quad, Neahkahnie Mountain.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.74839073,-123.9662078,0
2514,219-038.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Long, narrow rock just offshore of colony 219-038, Neahkahnie Mountain.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.74857137,-123.9669767,17.8530776
2516,219-037,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  Cliff face in cove SE of 219-036.1, Neahkahnie Mountain.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.75031972,-123.9660528,0
2517,219-036.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  Directly east of 219-036, Neahkahnie Mountain.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.75079529,-123.9678206,0
2518,219-036,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,"Single rock 40' high near shore just south of Devils Cauldron, Neahkahnie Mountain.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.75098244,-123.9688558,57.47284209
2519,219-035,Devils Cauldron,Colony,Tillamook County,Oregon,United States,Northern Oregon,State,Mainland colony.  Cliffs and bluffs extending entire length of Devils Cauldron cove.,California Current,,45.75307707,-123.9669573,0
2520,219-034,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,20' high boulder off first headland at the south end of Short Sand Beach.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.7567949,-123.9690608,51.3836102
2521,219-033.1,"""Unnamed Colony""",Colony,Tillamook County,Oregon,United States,Northern Oregon,,60' high pinnacle attached to mainland by sharp ridge.  Vegetated on south slope and west side of crown.,California Current,,45.76097481,-123.9799471,2.458416883
2522,219-033,"""Smuggler Cove Headland""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Area above arch at west tip of headland.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.76133897,-123.9809789,0
2523,219-029C,"""Cape Falcon Complex""",Colony Complex,Tillamook County,Oregon,United States,Northern Oregon,USFWS,COMPLEX includes 219-029 through 219-032.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.76527778,-123.9822222,43.88180548
2524,219-032,"""Cape Falcon South""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Cliff on south face of Cape Falcon.  Vertical wall and three caves.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.76597113,-123.9817507,0
2525,219-031,"""Cape Falcon Point""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Cliffs along west tip of Cape Falcon.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.76735744,-123.9831064,0
2526,219-030,"""Cape Falcon Rock""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,50' high rock just off Cape Falcon.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.76756181,-123.984489,102.4538488
2527,219-029,"""Cape Falcon North""",Colony,Tillamook County,Oregon,United States,Northern Oregon,USFWS,Group of three rocks on north side of Cape Falcon.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.76867674,-123.9818798,5.122288743
2528,219-028,"""Unnamed Colony""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Islet connected to beach at low tide.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.79203268,-123.970997,227.0376522
2529,219-027,Gull Rock,Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Largest rock off Cove Beach.  Sparse vegetation.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.79302778,-123.9719163,302.6967546
2530,219-026.1,"""Arch Cape Rock""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Largest rock adjacent to Arch Cape.  Easternmost rock.  Accessible from shore at low tide.  Partially vegetated.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.80265513,-123.9689528,47.10932784
2531,219-026,Castle Rock,Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Large rock 3/4 mile offshore from Arch Cape.  110' high.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.80586847,-123.9828578,1184.956342
2533,219-025.4,"""Unnamed Colony""",Colony,Clatsop County,Oregon,United States,Northern Oregon,,Mainland colony.  Small point south of Austin Point.,California Current,,45.82564671,-123.9625298,0
2535,219-025.3,Hug Point,Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Includes bluffs from Hug Point to Austin Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.83125695,-123.9631757,0
2536,219-025.1,Arcadia Beach,Colony,Clatsop County,Oregon,United States,Northern Oregon,,Mainland colony.  Sandstone bluffs along sandy beach between Humbug Point and Hug Point.,California Current,,45.83976731,-123.9620231,0
2538,219-025.2,Lion Rock,Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Small rock at Humbug Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.84757963,-123.9625072,43.68395729
2540,219-025,Jockey Cap,Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,"85' high, cap-shaped rock west of Double Peak with vegetated top.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.85450305,-123.9668893,228.1311415
2541,219-024,"""Silver Point Rock""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,"Small, partially vegetated conical rock along Cannon Beach.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.85737563,-123.9655835,99.06008432
2542,219-023,The Needles (Southwest),Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,"One of two needles south of Haystack Rock, Cannon Beach.  Southwest needle.  Historical data combined both needles (219-022 and 219-023).  Was 219-022 in draft catalog.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.88209486,-123.9705605,422.1589144
2543,219-022,The Needles (Northeast),Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,"One of two needles south of Haystack Rock, Cannon Beach.  Northeast needle.  Sparse vegetation.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.88271591,-123.9682172,229.1449914
2544,219-021,Haystack Rock,Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,235' haystack-shaped rock at Cannon Beach.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.88445523,-123.9681963,202.4283677
2545,219-018,Bird Rocks (Western),Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Westernmost rock at Chapman Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.90825097,-123.9736069,287.8067992
2546,219-019,Bird Rocks (South Central),Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Nearly circular rock with patchy vegetation just east of 219-018 at Chapman Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.90825409,-123.9723831,197.5262604
2547,219-017C,"""Bird Rocks Complex""",Colony Complex,Clatsop County,Oregon,United States,Northern Oregon,USFWS,COMPLEX includes 219-017 through 219-020.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.90861111,-123.9722222,173.9951807
2548,219-020.1,Chapman Point,Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Cliffs and bluffs at NW tip of Chapman Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.9089537,-123.9700058,0
2549,219-020,Bird Rocks (Eastern),Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,102' tall vegetated rock accessible at high tide; adjacent to Chapman Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.90888426,-123.9706309,47.00549942
2550,219-017,Bird Rocks (Northern),Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Northernmost rock at Chapman Point.  Thin soil on top.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.90944627,-123.9734454,267.3502112
2551,219-016,"""Unnamed Colony""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Two small pinnacles in cove south of Ecola Point.  Light soil on top.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.91535294,-123.9752126,180.7350154
2552,219-015,"""Unnamed Colony""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Group of unvegetated rocks at Ecola Point; due south of 219-012.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.91671167,-123.9809373,253.1600587
2553,219-011C,"""Ecola Point Complex""",Colony Complex,Clatsop County,Oregon,United States,Northern Oregon,USFWS,COMPLEX includes 219-011 through 219-016.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.91722222,-123.98,161.094584
2554,219-013,Sea Lion Rock,Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,115' high arched rock west of Ecola Point (westernmost rock).  Sparse vegetation.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.91734378,-123.9846474,487.0063609
2555,219-014,"""Unnamed Colony""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,50' high spire just east of Sea Lion Rock at Ecola Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.91737749,-123.9833458,387.8318531
2556,219-012.1,"""Ecola Point Headland""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  South face of Ecola Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.91748638,-123.9769001,0
2557,219-012,"""Ecola Point Rocks""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Group of rocks due west of Ecola Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.91838215,-123.9808078,178.7005852
2559,219-011,"""Unnamed Colony""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Just north of Ecola Point on small knob of land.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.92054678,-123.9780951,0
