ID,USFWSGroupedColonyCode,USFWSColonyCode,CCN,ColonyName,SubColonyName,FullColonyName,County,ColonyType,LocationComments,Longitude,Latitude,Island,Jurisdiction,SubRegion
1429,501-015,501-015-01,,Harris Point to Cuyler Harbor,1,Harris Point to Cuyler Harbor-1,Santa Barbara,Subcolony,,-120.36842600000,34.06986399970,San Miguel,,Southern California
1430,501-015,501-015-02,,Harris Point to Cuyler Harbor,2,Harris Point to Cuyler Harbor-2,Santa Barbara,Subcolony,,-120.36901100000,34.07341800000,San Miguel,,Southern California
1431,501-015,501-015-03,,Harris Point to Cuyler Harbor,3,Harris Point to Cuyler Harbor-3,Santa Barbara,Subcolony,,-120.36779600000,34.07656699960,San Miguel,,Southern California
1432,501-015,501-015-04,,Harris Point to Cuyler Harbor,4,Harris Point to Cuyler Harbor-4,Santa Barbara,Subcolony,,-120.36478200000,34.07436300010,San Miguel,,Southern California
1433,501-015,501-015-05,,Harris Point to Cuyler Harbor,5,Harris Point to Cuyler Harbor-5,Santa Barbara,Subcolony,,-120.36208300000,34.07229300010,San Miguel,,Southern California
1434,501-015,501-015-06,,Harris Point to Cuyler Harbor,6,Harris Point to Cuyler Harbor-6,Santa Barbara,Subcolony,,-120.36138500000,34.07095100020,San Miguel,,Southern California
1435,501-015,501-015-07,,Harris Point to Cuyler Harbor,7,Harris Point to Cuyler Harbor-7,Santa Barbara,Subcolony,,-120.36084500000,34.06892600010,San Miguel,,Southern California
1436,501-015,501-015-08,,Harris Point to Cuyler Harbor,8,Harris Point to Cuyler Harbor-8,Santa Barbara,Subcolony,,-120.35936100000,34.06708200010,San Miguel,,Southern California
1437,501-015,501-015-09,,Harris Point to Cuyler Harbor,9,Harris Point to Cuyler Harbor-9,Santa Barbara,Subcolony,,-120.35783100000,34.06582200010,San Miguel,,Southern California
1438,501-015,501-015-10,,Harris Point to Cuyler Harbor,10,Harris Point to Cuyler Harbor-10,Santa Barbara,Subcolony,,-120.35517700000,34.06514800020,San Miguel,,Southern California
1439,501-015,501-015-11,,Harris Point to Cuyler Harbor,11,Harris Point to Cuyler Harbor-11,Santa Barbara,Subcolony,,-120.35778600000,34.06168399990,San Miguel,,Southern California
1440,501-015,501-015-12,,Harris Point to Cuyler Harbor,12,Harris Point to Cuyler Harbor-12,Santa Barbara,Subcolony,,-120.35562700000,34.06015399970,San Miguel,,Southern California
1441,501-015,501-015-13,,Harris Point to Cuyler Harbor,13,Harris Point to Cuyler Harbor-13,Santa Barbara,Subcolony,,-120.35567200000,34.05862400020,San Miguel,,Southern California
1442,501-015,501-015-14,,Harris Point to Cuyler Harbor,14,Harris Point to Cuyler Harbor-14,Santa Barbara,Subcolony,,-120.35666200000,34.05758999980,San Miguel,,Southern California
1443,501-015,501-015-15,,Harris Point to Cuyler Harbor,15,Harris Point to Cuyler Harbor-15,Santa Barbara,Subcolony,,-120.35918100000,34.05673500040,San Miguel,,Southern California
1444,501-015,501-015-99,,Harris Point to Cuyler Harbor,99,Harris Point to Cuyler Harbor Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.35607700000,34.06856700020,San Miguel,,Southern California
1445,501-016,501-016-01,,Bay Point Area,1,Bay Point Area-1,Santa Barbara,Subcolony,,-120.31869000000,34.04161900020,San Miguel,,Southern California
1446,501-016,501-016-02,,Bay Point Area,2,Bay Point Area-2,Santa Barbara,Subcolony,,-120.31285600000,34.03627799990,San Miguel,DOD,Southern California
1447,501-016,501-016-99,,Bay Point Area,99,Bay Point Area Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.30967000000,34.03479699980,San Miguel,,Southern California
1448,501-017,501-017-00,,Mussel Point,0,Mussel Point,Santa Barbara,"Colony, no subcolonies",,-120.66674500000,34.93051799980,,,South Central California
1449,501-018,501-018-00,SB-344-03,Point Sal,0,Point Sal,Santa Barbara,"Colony, no subcolonies",,-120.67268000000,34.90305499980,,,South Central California
1450,501-019,501-019-00,,Point Sal Beach South,0,Point Sal Beach South,Santa Barbara,"Colony, no subcolonies",,-120.64297200000,34.89226099970,,,South Central California
1451,501-020,501-020-00,,Lions Head South,0,Lions Head South,Santa Barbara,"Colony, no subcolonies",,-120.61289300000,34.86168600000,,,South Central California
1452,501-021,501-021-00,,Purisima Point South,0,Purisima Point South,Santa Barbara,"Colony, no subcolonies",,-120.63051400000,34.74712099980,,,South Central California
1453,501-022,501-022-00,,North Honda,0,North Honda,Santa Barbara,"Colony, no subcolonies",,-120.63330300000,34.62069800020,,,South Central California
1454,501-023,501-023-00,,Guadalupe Dunes North,0,Guadalupe Dunes North,San Luis Obispo,"Colony, no subcolonies",,-120.63877600000,34.98472699980,,,South Central California
1455,501-024,501-024-00,,San Antonio Creek,0,San Antonio Creek,Santa Barbara,"Colony, no subcolonies",,-120.62338700000,34.78757500030,,,South Central California
1456,501-025,501-025-00,,Purisima Point,0,Purisima Point,Santa Barbara,"Colony, no subcolonies",,-120.63799389600,34.75584426330,,,South Central California
1457,501-026,501-026-00,,Richardson Rock,0,Richardson Rock,Santa Barbara,"Colony, no subcolonies",,-120.51990000000,34.10225999960,San Miguel,,Southern California
1458,501-027,501-027-01,,Northwest San Miguel Island,1,Northwest San Miguel Island-1,Santa Barbara,Subcolony,,-120.43214400000,34.04488999970,San Miguel,,Southern California
1459,501-027,501-027-02,,Northwest San Miguel Island,2,Northwest San Miguel Island-2,Santa Barbara,Subcolony,,-120.42905900000,34.04807000030,San Miguel,DOD,Southern California
1460,501-027,501-027-03,,Northwest San Miguel Island,3,Northwest San Miguel Island-3,Santa Barbara,Subcolony,,-120.42247900000,34.05062000000,San Miguel,DOD,Southern California
1461,501-027,501-027-99,,Northwest San Miguel Island,99,Northwest San Miguel Island Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.42883800000,34.05008499970,San Miguel,,Southern California
1462,501-028,501-028-01,,Simonton Cove,1,Simonton Cove-1,Santa Barbara,Subcolony,,-120.41581600000,34.05566000010,San Miguel,,Southern California
1463,501-028,501-028-02,,Simonton Cove,2,Simonton Cove-2,Santa Barbara,Subcolony,,-120.41364500000,34.05592300010,San Miguel,DOD,Southern California
1464,501-028,501-028-03,,Simonton Cove,3,Simonton Cove-3,Santa Barbara,Subcolony,,-120.40743000000,34.05247100000,San Miguel,,Southern California
1465,501-028,501-028-04,,Simonton Cove,4,Simonton Cove-4,Santa Barbara,Subcolony,,-120.38127000000,34.05834500030,San Miguel,,Southern California
1466,501-028,501-028-05,,Simonton Cove,5,Simonton Cove-5,Santa Barbara,Subcolony,,-120.39329704600,34.05180781110,San Miguel,DOD,Southern California
1467,501-028,501-028-06,,Simonton Cove,6,Simonton Cove-6,Santa Barbara,Subcolony,,-120.37193905600,34.06172607970,San Miguel,DOD,Southern California
1468,501-028,501-028-99,,Simonton Cove,99,Simonton Cove Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.39914884000,34.05530241530,San Miguel,,Southern California
1469,501-029,501-029-01,,Hoffman Point Area,1,Hoffman Point Area-1,Santa Barbara,Subcolony,,-120.33633600000,34.04926800020,San Miguel,,Southern California
1470,501-029,501-029-02,,Hoffman Point Area,2,Hoffman Point Area-2,Santa Barbara,Subcolony,,-120.32468400000,34.04436399970,San Miguel,,Southern California
1471,501-029,501-029-99,,Hoffman Point Area,99,Hoffman Point Area Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.32886800000,34.04998799980,San Miguel,,Southern California
1472,501-030,501-030-00,,Cardwell Point West,0,Cardwell Point West,Santa Barbara,"Colony, no subcolonies",,-120.31741700000,34.01833500040,San Miguel,,Southern California
1473,501-031,501-031-01,,Crook Point to Tyler Bight,1,Crook Point to Tyler Bight-1,Santa Barbara,Subcolony,,-120.36767700000,34.01536900020,San Miguel,,Southern California
1474,501-031,501-031-02,,Crook Point to Tyler Bight,2,Crook Point to Tyler Bight-2,Santa Barbara,Subcolony,,-120.37474700000,34.01834100020,San Miguel,,Southern California
1475,501-031,501-031-03,,Crook Point to Tyler Bight,3,Crook Point to Tyler Bight-3,Santa Barbara,Subcolony,,-120.38563900000,34.02453100000,San Miguel,,Southern California
1476,501-031,501-031-04,,Crook Point to Tyler Bight,4,Crook Point to Tyler Bight-4,Santa Barbara,Subcolony,,-120.39282000000,34.02529200000,San Miguel,,Southern California
1477,501-031,501-031-05,,Crook Point to Tyler Bight,5,Crook Point to Tyler Bight-5,Santa Barbara,Subcolony,,-120.38045000000,34.02203400030,San Miguel,,Southern California
1478,501-031,501-031-06,,Crook Point to Tyler Bight,6,Crook Point to Tyler Bight-6,Santa Barbara,Subcolony,,-120.35952361400,34.01055257600,San Miguel,,Southern California
1479,501-031,501-031-07,,Crook Point to Tyler Bight,7,Crook Point to Tyler Bight-7,Santa Barbara,Subcolony,,-120.35255469600,34.01382118560,San Miguel,,Southern California
1480,501-031,501-031-99,,Crook Point to Tyler Bight,99,Crook Point to Tyler Bight Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.37735600000,34.01882100030,San Miguel,,Southern California
1481,501-032,501-032-01,,Tyler Bight to Adams Cove,1,Tyler Bight to Adams Cove-1,Santa Barbara,Subcolony,,-120.42221600000,34.02631100010,San Miguel,DOD,Southern California
1482,501-032,501-032-02,,Tyler Bight to Adams Cove,2,Tyler Bight to Adams Cove-2,Santa Barbara,Subcolony,,-120.42719000000,34.02539800030,San Miguel,,Southern California
1483,501-032,501-032-03,,Tyler Bight to Adams Cove,3,Tyler Bight to Adams Cove-3,Santa Barbara,Subcolony,,-120.43399000000,34.02851499990,San Miguel,DOD,Southern California
1484,501-032,501-032-04,,Tyler Bight to Adams Cove,4,Tyler Bight to Adams Cove-4,Santa Barbara,Subcolony,,-120.43095501600,34.02670597620,San Miguel,,Southern California
1485,501-032,501-032-05,,Tyler Bight to Adams Cove,5,Tyler Bight to Adams Cove-5,Santa Barbara,Subcolony,,-120.42455393400,34.02588459790,San Miguel,,Southern California
1486,501-032,501-032-99,,Tyler Bight to Adams Cove,99,Tyler Bight to Adams Cove Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.42839894500,34.02316769410,San Miguel,,Southern California
1487,501-033,501-033-01,,Sandy Point,1,Sandy Point-1,Santa Barbara,Subcolony,,-120.24534900000,33.99772799980,Santa Rosa,NPS,Southern California
1488,501-033,501-033-02,,Sandy Point,2,Sandy Point-2,Santa Barbara,Subcolony,,-120.24653200000,33.99887700020,Santa Rosa,NPS,Southern California
1489,501-033,501-033-03,,Sandy Point,3,Sandy Point-3,Santa Barbara,Subcolony,,-120.24935000000,34.00051199980,Santa Rosa,NPS,Southern California
1490,501-033,501-033-04,,Sandy Point,4,Sandy Point-4,Santa Barbara,Subcolony,,-120.24862000000,34.00221700030,Santa Rosa,NPS,Southern California
1491,501-033,501-033-99,,Sandy Point,99,Sandy Point Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.25176375200,33.99961202140,Santa Rosa,NPS,Southern California
1492,501-034,501-034-01,,Northwest Santa Rosa Island,1,Northwest Santa Rosa Island-1,Santa Barbara,Subcolony,,-120.23688200000,34.00967400030,Santa Rosa,NPS,Southern California
1493,501-034,501-034-02,,Northwest Santa Rosa Island,2,Northwest Santa Rosa Island-2,Santa Barbara,Subcolony,,-120.23431500000,34.00859599980,Santa Rosa,NPS,Southern California
1494,501-034,501-034-03,,Northwest Santa Rosa Island,3,Northwest Santa Rosa Island-3,Santa Barbara,Subcolony,,-120.22443200000,34.01026499970,Santa Rosa,NPS,Southern California
1495,501-034,501-034-04,,Northwest Santa Rosa Island,4,Northwest Santa Rosa Island-4,Santa Barbara,Subcolony,,-120.21786000000,34.00987899990,Santa Rosa,NPS,Southern California
1496,501-034,501-034-05,,Northwest Santa Rosa Island,5,Northwest Santa Rosa Island-5,Santa Barbara,Subcolony,,-120.21406100000,34.00818499990,Santa Rosa,NPS,Southern California
1497,501-034,501-034-06,,Northwest Santa Rosa Island,6,Northwest Santa Rosa Island-6,Santa Barbara,Subcolony,,-120.21275200000,34.00841600000,Santa Rosa,NPS,Southern California
1498,501-034,501-034-07,,Northwest Santa Rosa Island,7,Northwest Santa Rosa Island-7,Santa Barbara,Subcolony,,-120.21003100000,34.00656800030,Santa Rosa,NPS,Southern California
1499,501-034,501-034-08,,Northwest Santa Rosa Island,8,Northwest Santa Rosa Island-8,Santa Barbara,Subcolony,,-120.19482000000,34.00537400030,Santa Rosa,NPS,Southern California
1500,501-034,501-034-99,,Northwest Santa Rosa Island,99,Northwest Santa Rosa Island Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.21406900000,34.00957400020,Santa Rosa,NPS,Southern California
1501,501-035,501-035-01,,Brockway Point Area,1,Brockway Point Area-1,Santa Barbara,Subcolony,,-120.14951600000,34.02147500010,Santa Rosa,NPS,Southern California
1502,501-035,501-035-02,,Brockway Point Area,2,Brockway Point Area-2,Santa Barbara,Subcolony,,-120.14578900000,34.02475500030,Santa Rosa,NPS,Southern California
1503,501-035,501-035-03,,Brockway Point Area,3,Brockway Point Area-3,Santa Barbara,Subcolony,,-120.14164900000,34.02532800030,Santa Rosa,NPS,Southern California
1504,501-035,501-035-04,,Brockway Point Area,4,Brockway Point Area-4,Santa Barbara,Subcolony,,-120.13709400000,34.02602900000,Santa Rosa,NPS,Southern California
1505,501-035,501-035-05,,Brockway Point Area,5,Brockway Point Area-5,Santa Barbara,Subcolony,,-120.13126500000,34.02459599970,Santa Rosa,NPS,Southern California
1506,501-035,501-035-99,,Brockway Point Area,99,Brockway Point Area Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.14290200000,34.02781099970,Santa Rosa,NPS,Southern California
1507,501-036,501-036-01,,Canada Verde to SRI W Base,1,Canada Verde to SRI W Base-1,Santa Barbara,Subcolony,,-120.12294800000,34.02292299970,Santa Rosa,NPS,Southern California
1508,501-036,501-036-02,,Canada Verde to SRI W Base,2,Canada Verde to SRI W Base-2,Santa Barbara,Subcolony,,-120.11413900000,34.02088599970,Santa Rosa,NPS,Southern California
1509,501-036,501-036-03,,Canada Verde to SRI W Base,3,Canada Verde to SRI W Base-3,Santa Barbara,Subcolony,,-120.10871600000,34.02035300010,Santa Rosa,NPS,Southern California
1510,501-036,501-036-04,,Canada Verde to SRI W Base,4,Canada Verde to SRI W Base-4,Santa Barbara,Subcolony,,-120.09692900000,34.01997700020,Santa Rosa,NPS,Southern California
1511,501-036,501-036-05,,Canada Verde to SRI W Base,5,Canada Verde to SRI W Base-5,Santa Barbara,Subcolony,,-120.09200800000,34.02013399980,Santa Rosa,NPS,Southern California
1512,501-036,501-036-06,,Canada Verde to SRI W Base,6,Canada Verde to SRI W Base-6,Santa Barbara,Subcolony,,-120.08357500000,34.02135600030,Santa Rosa,NPS,Southern California
1513,501-036,501-036-99,,Canada Verde to SRI W Base,99,Canada Verde to SRI W Base Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.10299187600,34.02352374880,Santa Rosa,NPS,Southern California
1514,501-037,501-037-01,,Carrington Point,1,Carrington Point-1,Santa Barbara,Subcolony,,-120.06181400000,34.03375600000,Santa Rosa,NPS,Southern California
1515,501-037,501-037-02,,Carrington Point,2,Carrington Point-2,Santa Barbara,Subcolony,,-120.05993600000,34.03608599990,Santa Rosa,NPS,Southern California
1516,501-037,501-037-03,,Carrington Point,3,Carrington Point-3,Santa Barbara,Subcolony,,-120.05960300000,34.03634799980,Santa Rosa,NPS,Southern California
1517,501-037,501-037-04,,Carrington Point,4,Carrington Point-4,Santa Barbara,Subcolony,,-120.05304200000,34.03756000020,Santa Rosa,NPS,Southern California
1518,501-037,501-037-05,,Carrington Point,5,Carrington Point-5,Santa Barbara,Subcolony,,-120.05116400000,34.03689500040,Santa Rosa,NPS,Southern California
1519,501-037,501-037-06,,Carrington Point,6,Carrington Point-6,Santa Barbara,Subcolony,,-120.04990400000,34.03591999990,Santa Rosa,NPS,Southern California
1520,501-037,501-037-07,,Carrington Point,7,Carrington Point-7,Santa Barbara,Subcolony,,-120.04457800000,34.03648999970,Santa Rosa,NPS,Southern California
1521,501-037,501-037-99,,Carrington Point,99,Carrington Point Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.05539600000,34.03944900000,Santa Rosa,NPS,Southern California
1522,501-038,501-038-01,,North Bechers Bay,1,North Bechers Bay-1,Santa Barbara,Subcolony,,-120.04397800000,34.03229500020,Santa Rosa,NPS,Southern California
1523,501-038,501-038-02,,North Bechers Bay,2,North Bechers Bay-2,Santa Barbara,Subcolony,,-120.04475400000,34.02263900040,Santa Rosa,NPS,Southern California
1524,501-038,501-038-03,,North Bechers Bay,3,North Bechers Bay-3,Santa Barbara,Subcolony,,-120.04782800000,34.01987500030,Santa Rosa,NPS,Southern California
1525,501-038,501-038-04,,North Bechers Bay,4,North Bechers Bay-4,Santa Barbara,Subcolony,,-120.04962900000,34.01655299980,Santa Rosa,NPS,Southern California
1526,501-038,501-038-05,,North Bechers Bay,5,North Bechers Bay-5,Santa Barbara,Subcolony,,-120.04966000000,34.01108799990,Santa Rosa,NPS,Southern California
1527,501-038,501-038-99,,North Bechers Bay,99,North Bechers Bay Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.04284170800,34.02025251960,Santa Rosa,NPS,Southern California
1528,501-039,501-039-01,,South Bechers Bay,1,South Bechers Bay-1,Santa Barbara,Subcolony,,-120.03824800000,33.99203399990,Santa Rosa,NPS,Southern California
1529,501-039,501-039-02,,South Bechers Bay,2,South Bechers Bay-2,Santa Barbara,Subcolony,,-120.02714300000,33.98851900000,Santa Rosa,NPS,Southern California
1530,501-039,501-039-03,,South Bechers Bay,3,South Bechers Bay-3,Santa Barbara,Subcolony,,-120.02386200000,33.98556700020,Santa Rosa,NPS,Southern California
1531,501-039,501-039-04,,South Bechers Bay,4,South Bechers Bay-4,Santa Barbara,Subcolony,,-120.01781800000,33.98430200010,Santa Rosa,NPS,Southern California
1532,501-039,501-039-99,,South Bechers Bay,99,South Bechers Bay Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.02692690600,33.99027845390,Santa Rosa,NPS,Southern California
1533,501-040,501-040-01,,Sierra Pablo Area,1,Sierra Pablo Area-1,Santa Barbara,Subcolony,,-120.00855500000,33.93800600010,Santa Rosa,NPS,Southern California
1534,501-040,501-040-02,,Sierra Pablo Area,2,Sierra Pablo Area-2,Santa Barbara,Subcolony,,-120.02157500000,33.93183800020,Santa Rosa,NPS,Southern California
1535,501-040,501-040-03,,Sierra Pablo Area,3,Sierra Pablo Area-3,Santa Barbara,Subcolony,,-120.03059800000,33.92635600030,Santa Rosa,NPS,Southern California
1536,501-040,501-040-04,,Sierra Pablo Area,4,Sierra Pablo Area-4,Santa Barbara,Subcolony,,-120.03356800000,33.92538500030,Santa Rosa,NPS,Southern California
1537,501-040,501-040-05,,Sierra Pablo Area,5,Sierra Pablo Area-5,Santa Barbara,Subcolony,,-120.03699400000,33.92452800020,Santa Rosa,NPS,Southern California
1538,501-040,501-040-99,,Sierra Pablo Area,99,Sierra Pablo Area Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.02467200000,33.92692399970,Santa Rosa,NPS,Southern California
1539,501-041,501-041-01,,Ford Point to Wreck Canyon,1,Ford Point to Wreck Canyon-1,Santa Barbara,Subcolony,,-120.05368200000,33.91402700000,Santa Rosa,NPS,Southern California
1540,501-041,501-041-02,,Ford Point to Wreck Canyon,2,Ford Point to Wreck Canyon-2,Santa Barbara,Subcolony,,-120.05925900000,33.91289599980,Santa Rosa,NPS,Southern California
1541,501-041,501-041-03,,Ford Point to Wreck Canyon,3,Ford Point to Wreck Canyon-3,Santa Barbara,Subcolony,,-120.06445900000,33.91244399980,Santa Rosa,NPS,Southern California
1542,501-041,501-041-99,,Ford Point to Wreck Canyon,99,Ford Point to Wreck Canyon Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.05915822600,33.91165754620,Santa Rosa,NPS,Southern California
1543,501-042,501-042-01,,South Point Area,1,South Point Area-1,Santa Barbara,Subcolony,,-120.10584400000,33.90230600000,Santa Rosa,NPS,Southern California
1544,501-042,501-042-02,,South Point Area,2,South Point Area-2,Santa Barbara,Subcolony,,-120.10878400000,33.89953999990,Santa Rosa,NPS,Southern California
1545,501-042,501-042-03,,South Point Area,3,South Point Area-3,Santa Barbara,Subcolony,,-120.12486600000,33.89759400000,Santa Rosa,NPS,Southern California
1546,501-042,501-042-04,,South Point Area,4,South Point Area-4,Santa Barbara,Subcolony,,-120.12919000000,33.90031799970,Santa Rosa,NPS,Southern California
1547,501-042,501-042-99,,South Point Area,99,South Point Area Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.11661400000,33.89285499970,Santa Rosa,NPS,Southern California
1548,501-043,501-043-00,,Cluster Point South,0,Cluster Point South,Santa Barbara,"Colony, no subcolonies",,-120.15396000000,33.91243299990,Santa Rosa,NPS,Southern California
1549,501-044,501-044-01,,Bee Rock Mainland Area,1,Bee Rock Mainland Area-1,Santa Barbara,Subcolony,,-120.19480300000,33.95085000040,Santa Rosa,NPS,Southern California
1550,501-044,501-044-02,,Bee Rock Mainland Area,2,Bee Rock Mainland Area-2,Santa Barbara,Subcolony,,-120.19791700000,33.95116400010,Santa Rosa,NPS,Southern California
1551,501-044,501-044-99,,Bee Rock Mainland Area,99,Bee Rock Mainland Area Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.19776497700,33.94912283820,Santa Rosa,NPS,Southern California
1552,501-045,501-045-01,,Southwest Santa Rosa Island,1,Southwest Santa Rosa Island-1,Santa Barbara,Subcolony,,-120.21316100000,33.97461399990,Santa Rosa,NPS,Southern California
1553,501-045,501-045-02,,Southwest Santa Rosa Island,2,Southwest Santa Rosa Island-2,Santa Barbara,Subcolony,,-120.22044700000,33.98078699990,Santa Rosa,NPS,Southern California
1554,501-045,501-045-99,,Southwest Santa Rosa Island,99,Southwest Santa Rosa Island Centroid,Santa Barbara,"Colony, centroid of subcolonies",,-120.22156925700,33.97912517020,Santa Rosa,NPS,Southern California
1555,502-007,502-007-01,,Anacapa Island West,1,Anacapa Island West-1,Ventura,Subcolony,,-119.44431900000,34.01338699970,Anacapa,NPS,Southern California
1556,502-007,502-007-02,,Anacapa Island West,2,Anacapa Island West-2,Ventura,Subcolony,,-119.44196900000,34.01398100020,Anacapa,NPS,Southern California
1557,502-007,502-007-03,,Anacapa Island West,3,Anacapa Island West-3,Ventura,Subcolony,,-119.44013200000,34.01406200000,Anacapa,NPS,Southern California
1558,502-007,502-007-04,,Anacapa Island West,4,Anacapa Island West-4,Ventura,Subcolony,,-119.43751200000,34.01414299980,Anacapa,NPS,Southern California
1559,502-007,502-007-05,,Anacapa Island West,5,Anacapa Island West-5,Ventura,Subcolony,,-119.43618900000,34.01530500010,Anacapa,NPS,Southern California
1560,502-007,502-007-06,,Anacapa Island West,6,Anacapa Island West-6,Ventura,Subcolony,,-119.43383900000,34.01630399970,Anacapa,NPS,Southern California
1561,502-007,502-007-07,,Anacapa Island West,7,Anacapa Island West-7,Ventura,Subcolony,,-119.43081300000,34.01565600000,Anacapa,NPS,Southern California
1562,502-007,502-007-08,,Anacapa Island West,8,Anacapa Island West-8,Ventura,Subcolony,,-119.42854400000,34.01549400020,Anacapa,NPS,Southern California
1563,502-007,502-007-09,,Anacapa Island West,9,Anacapa Island West-9,Ventura,Subcolony,,-119.42641100000,34.01554800020,Anacapa,NPS,Southern California
1564,502-007,502-007-10,,Anacapa Island West,10,Anacapa Island West-10,Ventura,Subcolony,,-119.42368200000,34.01581800020,Anacapa,NPS,Southern California
1565,502-007,502-007-11,,Anacapa Island West,11,Anacapa Island West-11,Ventura,Subcolony,,-119.42106200000,34.01533200010,Anacapa,NPS,Southern California
1566,502-007,502-007-12,,Anacapa Island West,12,Anacapa Island West-12,Ventura,Subcolony,,-119.41771300000,34.01325200010,Anacapa,NPS,Southern California
1567,502-007,502-007-13,,Anacapa Island West,13,Anacapa Island West-13,Ventura,Subcolony,,-119.41404500000,34.01013900020,Anacapa,NPS,Southern California
1568,502-007,502-007-14,,Anacapa Island West,14,Anacapa Island West-14,Ventura,Subcolony,,-119.41091300000,34.00766000030,Anacapa,NPS,Southern California
1569,502-007,502-007-15,,Anacapa Island West,15,Anacapa Island West-15,Ventura,Subcolony,,-119.40863700000,34.00713100000,Anacapa,NPS,Southern California
1570,502-007,502-007-16,,Anacapa Island West,16,Anacapa Island West-16,Ventura,Subcolony,,-119.40898800000,34.00606700000,Anacapa,NPS,Southern California
1571,502-007,502-007-17,,Anacapa Island West,17,Anacapa Island West-17,Ventura,Subcolony,,-119.41236500000,34.00636400030,Anacapa,NPS,Southern California
1572,502-007,502-007-18,,Anacapa Island West,18,Anacapa Island West-18,Ventura,Subcolony,,-119.42009000000,34.00531100020,Anacapa,NPS,Southern California
1573,502-007,502-007-19,,Anacapa Island West,19,Anacapa Island West-19,Ventura,Subcolony,,-119.42238600000,34.00404099990,Anacapa,NPS,Southern California
1574,502-007,502-007-20,,Anacapa Island West,20,Anacapa Island West-20,Ventura,Subcolony,,-119.42338500000,34.00612100000,Anacapa,NPS,Southern California
1575,502-007,502-007-21,,Anacapa Island West,21,Anacapa Island West-21,Ventura,Subcolony,,-119.43301100000,34.00958500020,Anacapa,NPS,Southern California
1576,502-007,502-007-22,,Anacapa Island West,22,Anacapa Island West-22,Ventura,Subcolony,,-119.43638800000,34.00966599980,Anacapa,NPS,Southern California
1577,502-007,502-007-23,,Anacapa Island West,23,Anacapa Island West-23,Ventura,Subcolony,,-119.43923400000,34.01141100020,Anacapa,NPS,Southern California
1578,502-007,502-007-24,,Anacapa Island West,24,Anacapa Island West-24,Ventura,Subcolony,,-119.44180000000,34.01235599970,Anacapa,NPS,Southern California
1579,502-007,502-007-25,,Anacapa Island West,25,Anacapa Island West-25,Ventura,Subcolony,,-119.42387200000,34.01368399970,Anacapa,NPS,Southern California
1580,502-007,502-007-99,,Anacapa Island West,99,Anacapa Island West Centroid,Ventura,"Colony, centroid of subcolonies",,-119.42601000000,34.01094299970,Anacapa,NPS,Southern California
1581,502-008,502-008-01,,Anacapa Island Middle,1,Anacapa Island Middle-1,Ventura,Subcolony,,-119.40593100000,34.00633899980,Anacapa,NPS,Southern California
1582,502-008,502-008-02,,Anacapa Island Middle,2,Anacapa Island Middle-2,Ventura,Subcolony,,-119.40288600000,34.00664600020,Anacapa,NPS,Southern California
1583,502-008,502-008-03,,Anacapa Island Middle,3,Anacapa Island Middle-3,Ventura,Subcolony,,-119.40036700000,34.00662400020,Anacapa,NPS,Southern California
1584,502-008,502-008-04,,Anacapa Island Middle,4,Anacapa Island Middle-4,Ventura,Subcolony,,-119.39789200000,34.00609799970,Anacapa,NPS,Southern California
1585,502-008,502-008-05,,Anacapa Island Middle,5,Anacapa Island Middle-5,Ventura,Subcolony,,-119.39530800000,34.00594499980,Anacapa,NPS,Southern California
1586,502-008,502-008-06,,Anacapa Island Middle,6,Anacapa Island Middle-6,Ventura,Subcolony,,-119.39364300000,34.00677700030,Anacapa,NPS,Southern California
1587,502-008,502-008-07,,Anacapa Island Middle,7,Anacapa Island Middle-7,Ventura,Subcolony,,-119.39252600000,34.00671200030,Anacapa,NPS,Southern California
1588,502-008,502-008-08,,Anacapa Island Middle,8,Anacapa Island Middle-8,Ventura,Subcolony,,-119.39070800000,34.00638300010,Anacapa,NPS,Southern California
1589,502-008,502-008-09,,Anacapa Island Middle,9,Anacapa Island Middle-9,Ventura,Subcolony,,-119.38897800000,34.00758800030,Anacapa,NPS,Southern California
1590,502-008,502-008-10,,Anacapa Island Middle,10,Anacapa Island Middle-10,Ventura,Subcolony,,-119.38685300000,34.00815699970,Anacapa,NPS,Southern California
